,title,author,data,heat,name
2218,总觉得盗天仙途龙气设定很二。,降龙裸汉,2017-07-28,48,
2219,莫名其妙，不知所云的多元宇宙的异位面来客,永夜的浮光,2017-08-11,8,"1949我来自未来,开发次元世界,多元宇宙的异位面来客,异界征服手册"
2220,求找部机甲的书,xxjt,2017-08-13,5,"师士传说,王座只有一个,星隐"
2221,王国血脉的叙事方式简直毒草！,路过大大,2017-08-13,6,王国血脉
2222,《完美人生》写的是狗熊掰棒子啊。。。。,mikko0j0ccc,2017-07-23,30,"黄飞鸿,新白娘子传奇,我的野蛮女友,重启高一,红高粱"
2223,求一本游戏开发的书，第二个游戏是抗日奇侠传,yddydd1,2017-08-13,7,我是虚拟现实游戏公司总裁
2224,求书，混日娱拍电影《情书》的,OowallaceoO,2017-08-12,26,情书
2225,【司机先生的攻略没有问题】高情商男主攻略义姐妹,qunlongling,2017-08-11,17,"司机先生的攻略没有问题,咸鱼攻略指南"
2226,求推荐单女主或无女主的文,喳喳大人,2017-08-13,8,"惊悚乐园,逆蚀,修仙者手札,三国演义,道果,水浒传,西游记,大道争锋"
2227,推书推书《主神世界设计师》,pqh999,2017-08-13,19,"幻想世界大穿越,主神世界设计师"
2228,推飞卢口袋粮草《神奇宝贝之赏金猎人》,pqh999,2017-08-12,22,"直播之盗墓天王,神奇宝贝之赏金猎人"
2229,求类似，俗人回档，逆流纯真年代，的书,丶守护,2017-07-06,36,"最长的一梦,重写快意人生 ,重生铸梦,重生之财源滚滚,逆流纯真年代,重生在1978,重塑人生三十年,最长一梦,我的1979,重生之涅槃,纯真,1984之狂潮,重生完美时代,重生之世纪初,俗人回档"
2230,给你们推我在看的小说咯，觉得不好看给我龙币。,yxwho111,2017-08-13,16,"我是虚拟现实。？？,从写手到巨星,全职业训练师,阴阳调酒师,电影的世界,宇宙启示录,巫师音乐,重塑人生三十年,脑洞大爆炸"
2231,我 想看修罗场，有什么好小说推荐啊,一剑长安,2017-08-13,4,
2232,现在还有什么文笔，三观都可以的历史文吗？,简单幸福,2017-08-11,18,"重生美国当大师,超能力家族,盛唐风月,诡三国,1640四海扬帆,革宋,战国明月,冠绝新汉朝,汉祚高门,穿越当饭吃之欧式春秋"
2233,求书啊,佐泽,2017-08-12,2,"全方位幻想,直死无限"
2234,嗯？日本动漫侵略他国的题材...最近军国主义萌芽貌似萌发了 ...,一望无涯,2017-08-09,84,"1855美国大亨,魔法科高校的劣等生,龙的牙医"
2235,有哪些抄歌比较有品位的小说,龙虎山张天师,2017-06-15,83,"我的祖国,漫步歌神路,老鼠爱大米,夜空中最亮的星,我的歌后女友,带上她的眼,我的妹妹是偶像,重生之歌坛传奇,南山南"
2236,求本用了周流六虚功的倚天同人（已找到，太监了）,海枯石沉,2017-08-12,29,武当门徒
2237,【精良种田文】仙草级别的资改良《一世富贵》,六言子,2017-07-03,47,"革赵,赤色黎明,布衣官道,宰执天下,金鳞开,赘婿,重生之管道,机关神座,一世富贵"
2238,想看爽文，调节心情,风雨今朝,2017-08-13,1,二次元之星
2239,推书,m454155159,2017-08-09,51,
2240,姐与妹与修罗场，居然兄妹修成正果了么？,凤凰长离,2015-02-20,22,花与剑与法兰西
2241,翻山越岭找历史文，结果翻进沟里去。,经典角度,2017-08-13,4,超能力家族
2242,分享一件趣事,张小什么的,2017-08-09,7,
2243,又是一篇让人不得不吐不快的后宫种马文……,默落,2017-08-08,25,
2244,求一本降临流的小说,我爱篁唯依,2017-08-10,1,"<span style=""color: rgb(0, 0, 0);"">幻想降临现实</span><span style=""color: rgb(0, 0, 0);"">"
2245,老司机们快进来，求本书，书名想不起来了！！！,普羅米修斯,2017-08-09,9,"割包皮破护士处之黑龙血,男欢女爱"
2246,荒野食神的作者是哪个老太监？,冷漠的石头,2017-07-23,20,
2247,差点因为《最牛古董商》满满的不正经文笔错过好书。,三俗皇帝,2017-08-09,5,"小兵传奇,最牛古董商"
2248,我对蛊真人从粉转路，再次路转黑,离歌笑,2017-08-06,27,
2249,可喜可贺，大总管射虎终于有完本的了。,姬昊,2017-08-10,9,修真的名义
2250,有没有温瑞安武侠的同人,十年听雪楼,2017-08-04,42,"柳梦随风,无限杀业,故国神游,萌娘武侠世界,踏雪行"
2251,有被NTR的苦主把黄毛变性收入后宫的吗？,兔子红眼了,2017-08-07,33,"吾栖之肤,亚人君有话要说,彼女を寝取ったヤリチン男を雌堕ちさせるまで,王二喜,我是超能力者"
2252,看《制霸好莱坞》所想到的,rszdrcj,2015-07-25,23,
2253,求书：有没有穿越拿破仑/法国大革命时期的书？,Marcher,2017-01-19,20,"帝国法兰西,以革命的名义,炮王"
2254,找本和《北唐》类似的老书,居无竹,2017-08-09,2,
2255,找本书各位大神们,freedomsg,2017-08-09,0,
2256,求推几本书,萌萌萌萌萌萌,2017-08-09,1,
2257,求本宅系小说，有new game剧情,圣命莲,2017-08-09,9,"安艺伦也的小小野望,反正我是超能力者"
2258,求一个智力型男主文啊,争着要吃饭,2017-07-21,38,"海贼法典,金融慈善家,恶灵附身,言咒师,魔狱,毁灭游戏,赘婿,重生之出人头地,超警美利坚,十周目,异界之谋夺天下"
2259,有没有正儿八经走科技路线的无限流，拒绝异能，拒绝内力,blinker,2017-08-08,85,"无限之军火狂人,时空旅行者的探险队"
2260,最近有没有好看的巫师流推荐，附巫师流书单,nyustc36,2017-07-04,36,"巫界之无限火力,巫师不朽,巫师之行,半精灵位面之旅,巫师世界,巫师之旅,巫师纪元,超级浮空城,万法巫师,黑巫师,巫界术士,魔斗三国,巫界祖魔,剑巫纪,永生冥王,巫师自远方来,超维术士"
2261,求一本主角用圣经解释自己开后宫行为的西幻文,我开拖拉机,2017-08-07,15,圣经
2262,知道作者应该怎么撩读者妹吗？？给看你个起点实例示范！,东篱客,2017-08-08,115,"娜娜,快穿之救赎男配,地君"
2263,求问百里洛云还写《玩命》吗？同时推词老书！,巴格那德,2017-08-09,3,外乡人日记
2264,求1本书，以前起点的,三年血赚233,2017-08-09,8,漫游收藏家
2265,《巫界术士》被翻译到了国外网站？,OowallaceoO,2017-02-15,126,"龙枪,红楼梦,解密,随波逐流之一代军师,地球杀场,巫界术士,水浒传"
2266,寻找一本远古文，内容跟天鹏纵横很像,经济贫困,2017-05-06,5,"红尘妖异,天鹏纵横"
2267,求一本仙侠小说，主角有个有空间神通的马,为欢几何,2017-08-09,10,"棋祖,霸皇纪,记不得啦"
2268,大家有没有什么好的非人流小说,不朽之邪恶,2017-08-08,12,"重林巨蜥,重生神犬,蟒生异界,虐杀原形之无限进化,霜寒之翼,巫界术士,红龙,重生之我变成了蛆"
2269,《道君》的路子怎么越来越野了啊？,阿木木,2017-08-09,7,
2270,突然一个想法,龙哥二,2017-08-08,8,硬核危机
2271,求一本书的名字,arctgx,2017-08-09,2,重生之大科学家
2272,晋江，种田文末日重生之低调种田,一生一爱,2017-07-05,12,"重生之低调种田,末日重生之低调种田,末世重生之低调种田"
2273,最近迷上荒岛激战类的书籍！求推荐,白须子,2017-08-09,13,人性禁岛
2274,弱弱问一句，龙空APP的搜索功能在哪……,叶苏,2017-08-08,9,
2275,有没有类似美剧迷失的悬疑恐怖类小说,狗剩1,2017-08-08,8,
2276,有没有凡人流的都市修仙文,江南第六白,2017-08-09,5,
2277,求推书！,清明不上河图,2017-08-09,0,
2278,有没有主角对女人只谈钱不谈感情的书？,tgbyhn567,2017-08-05,49,"九州淘凤路,娱乐掌控者,重生之大企业家,日光女神,水浒传,重回财富大时代"
2279,起点的那本小人国是风中啸的新书吗,南唐,2017-06-03,25,"魔禁の旅 - 在充满魔物娘的大陆上的生存法则!,三国战神,葛力福游记之小人国"
2280,有没有写说唱的娱乐文啊,虎啦吧唧的,2017-08-09,6,
2281,这么多求男变女的，那么有没有女变男的呢？不要搞基,素真,2017-08-08,24,"万历新皇,锦绣官路,梦古穿今,翻手男覆手女,红楼梦之我是薛蟠,穿越未来之男人不好当"
2282,《铁十字》实在太好看了，求推荐几本类似的书,梵月,2017-01-03,240,"崛起之第三帝国,铁十字,战争与后勤,钢铁雄心之铁十字"
2283,现实世界唯一的超能者,手抚花魂,2017-08-07,58,"至高密令,绑架全人类,神级造物主,都市工匠之神,唯一进化者,九项全能,封神在21世界,战争狂徒,科技超能王,我的小人国,官仙,懒神附体,重生日本当神明"
2284,有知道的没？,一人一书,2017-08-09,3,"立道庭,传道大千"
2285,书荒无奈，有没有同好,黑山大老妖,2017-08-04,16,"主宰江山,武道宗师,逆流纯真年代,文娱教父,挽明,绿茵狂龙,大国文娱,游戏四万年,我真是大明星,修真聊天群,超神机械师,唐朝好地主,续南明,永历四年,最后一个使徒,历史粉碎机"
2286,求书！看了别人的吐槽想看,一剑长安,2017-08-09,4,
2287,求本主角穿越异界成为恶魔的书,小猫最可爱,2017-08-09,12,"科学的魔王进修计划,大恶魔"
2288,《文豪崛起》，404你也摸得？,hehelaya,2017-08-08,130,"铁骨,铁血大民国,文豪崛起,白鹿原,汤姆历险记,赤色黎明,渐进自由,软埋,菊与刀"
2289,刚看了《新木乃伊》太郁闷，求睡服女反派的书,稻草狗,2017-08-04,28,"琴帝,圣徒"
2290,【每日推书】《重生之新手村村长》不一样的硬网游+奇幻,六言子,2017-08-08,9,"重生之新手村村长,新手村村长"
2291,求推荐好看的灵异小说,WorldIsMine,2017-02-23,9,"超级惊悚直播,阴村古事,青叶灵异事务所,恐怖通缉令,异度荒村,跳大神,极具恐怖,恐怖广播,我当阴阳先生的那几年,捉鬼游戏,童灵"
2292,老司机看现在写那个题材比较好,阿特兰蒂斯帝国,2017-08-09,9,
2293,《动画世界大冒险》的九色鹿颇有抖M潜质,小狸飞刀,2017-08-06,21,动画世界大冒险
2294,求推韩国冷门女团的韩娱小说,bbsyh,2017-08-08,12,Actor异乡人
2295,求一本游戏小说,琴訫々劍胆,2017-08-09,7,超神机械师
2296,找一本老书,asunalili,2017-08-09,4,
2297,严重书荒中 求无女主好看的书。。,异色,2017-08-08,9,"无限制神话,穿越诸天当邪神,极道天魔,恐怖广播,恐怖网文"
2298,求好看的轨迹同人,官商勾结,2017-08-07,31,"自由轨迹,钢之轨迹,无限打工,塞姆利亚求生记,亚特鲁的轨迹,苍焰轨迹,黎爷的轨迹,乌之轨迹"
2299,电影教师为什么不一直当老师呢,山顶道人,2017-08-07,16,电锯之父
2300,现在看着因果论越来越恶心了,观阴大湿,2017-08-08,67,"俱舍论,百业经,百喻经,大自在逍遥天子"
2301,我的180多本穿越到明末的历史军事小说,cat2123,2013-12-01,28,"临高启明,甲申风云"
2302,有去魔劣吊打司波达也的吗,810108342a,2017-08-08,14,"位面穿越大师,魔法科高校的钱学森,食物链顶端的男人"
2303,有哪些武力屠平统一全球的架空和书？,天唐帝国,2017-08-08,9,大宋帝国征服史
2304,找一本书，类似春秋时期背景的,sicangseng,2017-08-09,2,异世龙蛇
2305,海贼法典无女主吗？透露的太早了吧？,似雪非狐,2017-08-09,9,
2306,推荐警犬实习日记,一剑长安,2017-08-08,26,"警犬实习日记,童犬埃里克,警犬卡尔"
2307,火影之最强错的地方也太多了吧,离歌笑,2017-08-08,22,火影之最强
2308,推荐御井烹香的《同生》，真的很好看！,风卷红旗,2017-08-06,32,"同生,时尚大撕,制霸好莱坞"
2309,有没有什么科技面对异界的魔幻势力难以抵御一时的作品？,DuesExMachina,2017-08-08,16,"穿越到异界的都市,真女神转生——奇妙之旅,文明崛起,真女神转生,黑巫师朱鹏"
2310,有针对性比较强的文抄公的书吗？,JOJO大教好,2017-08-08,18,"活着,冰与火之歌,斗破苍穹,重生美国当大师,达芬奇密码,重生之日本大作家,废都,浓情巧克力,文艺大明星,五十度灰,南方,大时代之1983,百年孤独"
2311,推书！一位公公的回归之作,九爾,2017-08-08,18,"天外重生者,充钱大师"
2312,为啥好多作者写的未来世界好LOW爆了！看的尴尬极了，未来世界还不如现实世界呢！ ...,一望无涯,2017-08-08,53,"回到21世纪,人道天堂,星辰之主,银河霸主饲养手记,新城商业"
2313,有没有穿越我爱妃世界的书啊?来两本,秩序鸿钧,2017-08-08,7,"热闹喧嚣的彪悍人生,我的主神是团长,无尽破碎,无限之爱萌"
2314,永不解密已经没法看了,leng37436,2017-08-08,21,永不解密
2315,最近有没有可看的哈利波特同人，无限流也行,nyustc36,2017-08-08,14,"幻想世界大穿越,哈利波特之罪恶之书,进击的大电影,对不起我迷路了,改革开放魔法界"
2316,脑洞贴！真无敌流！上次那啥全属性9999999之后弱爆了,一望无涯,2017-08-07,33,"带着FPE穿异界,任务奖励我不要了"
2317,唉，为啥我求书老是失败！特么开了这么多贴没几本符合要求！ ...,一望无涯,2017-08-06,25,"黑科技垄断公司,帝国军头的诞生"
2318,求推荐一些恐怖灵异小说，最近想换换口味,中州浪子,2017-08-08,6,"养玉为妻,异闻录,青叶灵异事务所"
2319,觉得《民国之文豪崛起》可以完结了,游有方,2017-07-29,120,圣经
2320,有没有稍微多点 新鲜点的网游类,982628369,2017-08-06,11,"巅峰玩家,网游审判,一枪致命,网游之大盗贼,网游之倒行逆施"
2321,书名忘了，求老司机带路,你往哪儿走,2017-08-08,1,宇宙启示录
2322,找一本上过央视节目的小说,liao1,2017-08-08,9,"武林高手在校园,青帝"
2323,求书，老书，巫师流,sabermylove,2017-08-08,5,法师的天下
2324,有无冷门副本点无限流或者时空穿越型小说国产剧也行,极地东风破,2017-08-08,16,"穿越还珠格格之我是容嬷嬷,梦境乐园的爱丽丝,反正我是超能力者"
2325,这样算不算不孝子,一个老夫子,2017-08-07,14,不当小明星
2326,求推几本不毒的爽文，什么题材都成啊！,天琅气清,2017-08-06,19,"不要和他拼内力,牧神记,黄庭立道,极品小农场,亚人君有话要说,极道天魔,从零开始竞选总统"
2327,有好看的三国文推荐么,九轮,2017-08-07,21,"我是阿斗，我不用人扶,神话版三国,汉末天子"
2328,找书:男主穿越平行世界抄军事小说（有龙币）,三天空,2017-08-08,2,
2329,"看完<战狼2>,来求点书",爱上之后爱上,2017-08-08,5,少女与战车
2330,有没有那种去欧美抄歌的文？,裙主大人,2017-08-08,4,
2331,《黄金瞳》这个作者的书风格都差不多吗,wind9980,2015-08-15,30,"宅师,拣宝,黄金瞳"
2332,我一直喜欢但没有大火的作者,一剑长安,2017-08-07,8,"红缨记,问题妹妹恋上我 "
2333,三江上淘到的文化入侵异世界,你初妆,2017-08-06,20,"邪恶组织注意事项,文化入侵异世界,异界电影院,召唤大领主"
2334,由《食人魔的美食盒》说开去，为什么老白没书看,深红之夏,2017-08-06,46,"最终信仰,食人魔的美食盒"
2335,推方大厨的黄金年代,axiaozhi,2017-06-23,13,
2336,求书，有没有穿越外国后宫建国的小说？,kpaer,2017-03-26,12,"花与剑与法兰西,重生寡头1991,禽兽系列之玫瑰公爵,黑旗"
2337,心痒难耐，求问一下任务奖励我不要了今天哪个帖子有提到,AliceKuonji,2017-07-30,7,任务奖励我不要了
2338,求书  老司机快来拯救我,朝小树,2017-08-08,8,异世龙蛇
2339,有没有变身嫁人小说,谎言王子希瑞克,2017-08-07,23,"绝世剑姬,夜明珠,变性晓薇,寒号鸟,我的人生不是你的游戏"
2340,为什么还没有签约短信？还差多少,月下野狐,2017-08-08,5,
2341,求推荐写环保比如垃圾处理回收的黑科技文,yy2047034,2017-08-06,30,"大穿越时代,蜂窝网络与无人机战争 ,都市种子王"
2342,求一本小说名字,九万里风鹏正举,2017-08-08,0,一地鸡毛
2343,推荐一本华娱小说,时间无言,2017-08-07,28,"黑道家族,广告狂人,华娱之黄金年代,石头记,卡罗尔"
2344,求正能量的书。,苏乔,2017-08-05,10,"正能量,灾厄纪元"
2345,求书，在美国，开头在赌城有劫匪抢劫，用吸血藤蔓杀了三个劫匪，H ...,longqin,2017-08-05,14,修真美利坚
2346,最近有没有屠绿文？,腌罗白,2017-08-01,48,"废土崛起,唐骑,大明狼骑,幻之盛唐,大清之祸害"
2347,《事象的宏图》真心纠结,caniseeu,2013-02-17,85,物理天才变身美少女和哥哥的暧昧日常
2348,绿洲中的领主，为什么对主人公细节描写这么多啊,猩星撞地球,2017-08-04,7,
2349,求推荐侠客行同人,剑雪无名·,2017-08-05,7,"武侠世界大冒险,武林半侠传,数据侠客行"
2350,原题目推书《特拉福买家俱乐部》，现在我自己都快追不下去了 ...,zjf710544859,2016-09-06,25,"地狱少女,特拉福买家俱乐部"
2351,黑书《银河称霸指南》,云葻,2017-08-04,17,
2352,夺船、保船、沉船——国社主义下皇汉的《汉儿不为奴》,己未癸酉,2017-08-02,120,"阉党,挽明,西洋世界军事史,汉儿不为奴,革命咖啡店,波兰公报,恶奴"
2353,我也来推四本幼苗，都是有一定水平老作者的新作,道长,2017-08-02,12,"重生之最强鬼修,娱乐星工场,喷神,寇道"
2354,有那种男主女主相爱相杀的小说吗？,jieziaiqing,2017-08-05,6,"圣徒,一世之尊,无道书,死人经,甘十九妹"
2355,书荒，难受，找点逼格高、文笔好的小说,laocang,2017-08-05,20,"惊悚乐园,桃花源里的魔头,关于黑科技的二三事,死人经,大明春色,重生美国当大师,残阳帝国,武侠世界大冒险,美女赢家,真理世界,神秘物语,大泼猴,骸骨战士,拔魔,天才在左疯子在右,大明妖孽,修真四万年,硬核危机,梦游症调查报告,孺子帝,吞噬世界之龙,终结者,寄灵,哥布林杀手,狩魔手记,临高启明,草根石布衣"
2356,小说频道的半仙闯江湖还有人看吗？,猫头党,2017-08-04,3,
2357,最近看排队枪毙看走火入魔了，求穿越18。19世纪玩排队枪毙,woaizcm1314,2017-07-29,51,"滑铁卢,晚明,火与剑,穿越时空的蝴蝶,黑铁时代,1851远东风云,征服之全面战争,1640四海扬帆,以革命的名义,炮王,斜风,帝国的夜与雾,穿越在十八世纪欧陆"
2358,突然想看末世文了，求推不小白的。,浅唱轻吟,2017-08-03,36,"我是幸存者,末日轮盘,纪元黎明,湮变,终焉领主,黑暗血时代,黑夜将至"
2359,有没有直接写第一次圣杯战争的网文？,瓜子暴风,2017-08-05,2,根源之下
2360,种田流有没有人推荐,绅士的爱,2017-08-03,6,"最后的地球战神,随身带个侏罗纪,海洋牧场,随身装着一口泉,东宁记"
2361,飞卢归来，推些能看的火影海贼龙珠PM同人。,q22168510,2017-08-02,37,"火影之崩玉系统,海贼王之最强冰龙,海贼之神级交换,超级卡牌系统,海贼之神级进化,火影之唯一玩家,火影之异形进化,海贼王之宝箱系统,火影之幕后大BOSS系统,海贼之无限翅膀,龙珠之十二项修改器,海贼王之最强合成系统,海贼之海军贵公子,神级剑魂系统,龙珠之最强神话,火影之最强职业系统,海贼之讯腾游戏系统,火影之最强震遁,火影之鬼神觉醒,海贼王之我是七武海,海贼之一拳皇者,火影之朝佚千名,火影之卡皇,海贼王之童帝,神奇宝贝之富二代的逆袭,最强海贼王,神奇宝贝之智爷传奇,龙珠之老子是沙鲁,火影之日向阡陌,海贼之最强老师,火影之救世主,海贼王之剑豪之心,海贼之黑暗王冠"
2362,《重走未来路》不懂装懂最尴尬,junhongbill,2017-07-09,106,"重走未来路,俗人回档,刺激1995"
2363,似粉似黑，推一下《偶像之道》,pqh999,2017-08-05,14,偶像之道
2364,有没有混欧美时尚圈的，收大KK  摩根妹子  老狐狸   尤金女皇  康康   艾琳  糖糖  方 ...,牙膏盒,2017-08-05,4,
2365,求几部重生商业文,dandanyanxiang,2017-08-01,70,"资本论,重生之财源滚滚,动力王朝,无耻家族,帝国重器,金钱帝国,大国重工,造车,官商"
2366,求写生化危机系列游戏的小说,聆听女团1,2017-08-04,16,"距离－－生化危机同人小说,病毒改造计划V"
2367,大汉科技帝国的巨大毒点,zcsmehere,2017-08-02,47,
2368,寒霜之翼真恶心啊,我猜你猜我,2017-07-10,135,"红龙,恶魔超正义"
2369,书客推书，求推书。。。,lichzzz,2017-08-04,14,"超次元战线,死灵师卡拉维日记,新手村村长,起源树下的猎人,在未来的特异点再会吧,特非GO,机器人佐助,我的堂妹还有三年可活,骸骨武士,re:从零开始的黄毛君,塔尔塔罗斯舰队的奇妙冒险,圣斗士肆武,狩魔猎人的异世之旅,鬼武士,反正我是超能力者,从零开始的黄毛君,卡德加的星际副官,猴传奇,我的FGO不可能有咕哒子,红龙,天际省的日常纪实,在fgo里玩fgo是不是搞错了什么"
2370,推一本骚浪贱的都市文,Molinari,2017-08-05,9,"维秘女模的经纪人,我的姐姐是大明星"
2371,求助，找一本老书,爱过不想再提,2017-08-05,4,"恶明,顺明"
2372,《逍遥梦路》其实是吸的凡人修仙传的气运,nyustc36,2017-07-31,37,"气运仙途,凡人修仙传,逍遥梦路"
2373,求书！主角是所有人，联合体意识，和克隆人，虫族作为主角差不多 ... ...,一望无涯,2017-08-03,24,"这穿越的画风不对啊,虫巢意识,当上帝的那些年,泽天记,必然王国到自由王国,主神的自我修养,进化的四十六亿重奏,崩坏世界大冒险"
2374,好评！近年念念不忘的佳作！（持续更新）,一剑长安,2017-08-04,18,"众妙之门,白色相簿2,心魔,移魂后的足球之旅,武侠时代的皇帝修炼日记,金鳞开,比企谷雪乃的养成日记"
2375,刚看完战狼，突然想起来本书忘记叫啥了,旭日之冕,2017-08-05,6,战火来袭
2376,有没有主角穿越在唐末藩镇然后争霸的文,阿特兰蒂斯帝国,2017-07-28,59,"大唐新秩序,荣耀大唐,寄灵,烽皇,汉鼎,天下节度,残唐再起,桐宫之囚,北唐,越沧海,黄沙百战穿金甲,武侠时代的皇帝修炼日记,易鼎"
2377,带着军团或者军团级科技树穿越的最值得看的有什么？,headless,2017-08-05,4,"幻想世界大穿越,元素之王"
2378,欢乐书客里有没有什么正常点的书？,xwx1,2016-09-10,36,"混迹在洛圣都,我的精神家园,muv红龙,逆蚀,起源树下的猎人,王国的建立,机器人佐助,井冈山上有头龙,星体意识,文明崛起,二重奏,迷失在白垩纪"
2379,找到本不错的同人，海贼王之美食系统，看的我好饿,天才猫战斗,2016-09-29,31,"阿虏传,海贼王之美食系统"
2380,求书！男主穿越清朝，突然发现一个叫马尔泰若曦的女人，好像还有叫晴川的 ...,592121284,2017-08-04,23,"步步惊心,主宰江山,没时间了快上车,草清"
2381,最强弃少【读书】,哭着li开我,2017-08-03,15,
2382,在古代历史小说中大量使用现代官名总觉得一股违和感,琉璃喵喵,2017-08-03,19,"挽明,春秋我为王"
2383,求逻辑，细节没大问题的,红叶飘落地,2017-08-05,0,
2384,找一本神奇宝贝同人，养忘了,我猜你猜我,2017-08-05,3,
2385,有没有擅长偷袭背刺毒飞刀的主角？,莲木,2017-08-05,6,"暗行者,魔盗"
2386,为什么都市文中总是那么多相似的套路,北野beiye,2017-08-01,23,猛龙过江
2387,求书,弓兵,2017-08-05,0,剑道主宰
2388,求重生文，做生意为主的,超酷乐乐,2017-08-03,7,"重生之财源滚滚,时代巨子,重生之官路商途,超级能源强国,房产大亨,重走未来路,重生之文华,重生完美时代,重生九二之商业大亨,重生传说,超级电力强国,刺激1995,重生铸梦,工业之动力帝国,重生之2006,重生之小玩家,服饰天下,重生之零售大亨,重活了,重生之俗人一枚,我的1979"
2389,飞卢最近有没有什么好看的同人？,lkxdqs,2017-08-05,1,"综漫之神级老司机,甲铁进击里的传颂刀客"
2390,求大佬帮忙找本书，仙侠类的,xyf2020301,2017-08-04,5,
2391,求穿越成汪精卫的小说,amidoufu,2017-07-27,60,
2392,书荒求老书虫推荐灵异类小说,醉仙罂粟,2017-08-01,9,青叶灵异事务所
2393,现在的网络小说，上了架后疯狂注水是不是行规惯例了？,为何不分手,2017-07-28,34,"我要做皇帝,五灵神卫,新手村村长,我真是大明星,起源树下的猎人,从零开始的黄毛君"
2394,强烈推荐一本书,虚妄天,2017-08-04,28,"秋叶原拓荒史,剑主苍穹"
2395,超神机械师  其实我觉得可以,zhangxiaoyuniu,2017-08-03,20,
2396,有一本和《食戟之冒牌小当家》很像的小说叫什么来着？,PAit,2017-08-04,14,"食戟之冒牌小当家,重生日本当厨神,次元论坛"
2397,我是虚拟游戏总裁作者太自嗨,ygd8511,2017-08-03,63,激战2
2398,萌新求助,新手抢龙珠,2017-08-04,4,
2399,推《炼妖图录》,KOFDMX,2016-10-24,42,"炼妖图录,次元开拓者"
2400,主角像食尸鬼那样变画风的动画有哪些？,huangyuan623,2017-08-03,16,"灼眼的夏娜,一拳超人,寄生兽"
2401,真是只有叫错的名字没有叫错的外号,huangyuan623,2017-07-23,30,"道辟九霄,太浩"
2402,看到隔壁冰火的帖子，想提一个意见,雾隐·十年雪,2017-08-03,17,冰火
2403,找一本无限流书名,北方秀,2017-08-04,15,钢铁王座
2404,HP之超级法神 还是读不下去,萨扎斯坦,2017-08-04,15,幻想世界大穿越
2405,想找一篇穿越短文,daqianzhizhu,2017-08-02,7,杀胡令
2406,男人心道：我也是看过西游记的人呐。,liushaohai52800,2017-08-04,10,我真是大水逼
2407,有没有柯南同人，拯救悲剧事件，惩奸除恶,卡尔出辉耀,2017-07-26,40,"柯南世界里的蝙蝠侠,哪有这么危险的柯南世界,名侦探柯南之混吃等死,动漫热,柯南世界的法医,第三枚银色子弹,名侦探世界里的巫师,福尔摩斯探案集,柯南之夜翼,柯南世界里的巫师,最强金田一"
2408,求各位大佬赏点可以食用的神奇宝贝同人!!!!另其书单及评价,Oo牧歌,2017-08-02,45,"宠物小精灵之魔性,神奇宝贝之小兵崛起,从零开始的神奇宝贝,宠物小精灵之少年,随身携带大师球,神奇宝贝之智爷传奇,穿越方式错误的宠物小精灵,小精灵观察日记,宠物小精灵之庭树,嫂子的两三事,神奇宝贝补完计划,宠物小精灵之鹤娘,神奇宝贝之歧途,一本好看的神奇宝贝同人,神奇宝贝之若叶夜戬,神奇宝贝的零,神奇宝贝之权倾天下,神奇宝贝之灾厄"
2409,求大大推荐几本好书,时间无言,2017-08-05,2,"人道天堂,大周皇族,巫界术士"
2410,求一本末世文,入梦来,2017-08-04,5,"百万次毁灭世界,末世撸管少年,生化之末世传说,狩魔手记"
2411,求一本书客的同人，有一段是saber囚禁男主,吾言子卬,2017-08-04,10,无限绅士
2412,求推荐几本正能量，不脑.残的末世文兼推两本末世文,严肃点,2015-05-07,40,"黑色纪元,美女部落保护神,末世超级商人,我的女友是丧尸,圣母,废土,末世之生死一线,末日孢子,末日重生,末世收割者,末日蟑螂,灾厄纪元,末世之生化传说,末世化学家,黑暗血时代"
2413,求推书，有推关之琳和邱淑贞这样娱乐文的？,阿特兰蒂斯帝国,2017-07-03,34,"娱乐掌控者,调教香江,梦幻香江,日光女神,醉枕香江"
2414,看完战狼2突然有点想看雇佣兵的,叹息的我,2017-08-04,17,"猎杀全球,佣兵的战争,刺客,中国猎人,叛徒,弹痕,战狼2,狼群,兵锋无双,极限拯救"
2415,最近又荒了，想起一本老书,fhwhite,2017-08-03,12,"异常生物见闻录,回到过去变成猫,穿墙记,飞跃地平线,宠物天王,文玩天下,高山牧场,飞越地平线,游钓天下"
2416,《灵吸怪备忘录》一本好书,shangke1988,2017-06-22,59,"位行者,西陆攻略,妄想西游记,迦南之心,昆古尼尔,……霸天,食色无双,白五星,沙血暴,灵吸怪备忘录,北唐,……大陆,傲世……,龙灾,辐射风情画"
2417,有没有类似《奋斗在红楼》写名妓、秦淮河大保健的,nyustc36,2017-07-26,11,"晚明,雅骚,奋斗在红楼"
2418,《超级神武道》，这是不干枪转职作者了么？,c1937,2017-08-04,5,
2419,大国文娱，干粮可看,littleguzi,2017-08-02,19,"大国文娱,斗破苍穹"
2420,再不推书，“五胡乱华”这几个字都不能用了！,兔子红眼了,2017-07-26,403,"中流击楫,摩合罗传,兽人地球最后一个人类,汉祚高门,席卷天下,华夏立国传"
2421,求本女主将查拉克封印在丹田模拟金丹的火影同人书名,loog_1977,2017-07-23,39,"穿越方式黑化的动漫女主,火影之琉璃刃,火影之圣杯系统,火影之水遁最强,火影之重生稚田"
