,title,author,data,heat,name
1555,有没有这样的宋朝文,呆萌萌萌萌萌,2017-09-13,9,
1556,有人知道晋江有没有写穿越冰火成龙妈的小说啊,龙痰是火,2017-09-14,7,
1557,时代不一样了啊 狗蛋。。。,钢铁新星邓玉卿,2017-09-13,33,"超魔杀帝国,文化入侵异世界"
1558,能在这里求火影同人吗,攥拳的死灵,2017-09-13,8,"火影之邪恶佐助,火影在之木叶银狼,火影之奈良鹿丸"
1559,求一本变身小说,雨云乞儿,2017-09-13,12,全装战姬
1560,求推磨铁阅读的书，妈的再也不能相信小雨清晨的承诺,243578972,2017-09-09,53,"重走未来路,绑架全人类"
1561,有没有类似都市老狼的小说,Trombe,2017-09-14,0,
1562,大哥哥小姐姐谁能跟我说这书名？,K!ntama,2017-09-14,2,
1563,最近看了一本足球类的书，名字忘了，求各位老龙帮忙,hushoudou,2017-09-13,4,我不想当球王
1564,找一本孔宣重生现代的书,倘若夕阳,2017-09-11,3,天鹏纵横
1565,求解答，为啥掌阅小说网和掌阅APP的帐号不通用啊？？？,进去了,2017-03-26,18,
1566,求书，跟丝路大亨相同路线的晚明小说就可,二十四张弓,2017-09-14,2,
1567,找几本小说名字,少年派漂流,2017-09-13,1,
1568,《我家客人你惹不起》，清新脑洞中有俗套。,searrs,2017-09-08,29,"我家客人你惹不起,我客家人你惹不起"
1569,有无限流小说写《照日天劫》《妖刀记》世界的吗?,幻海魔刀,2017-09-12,7,"照日天劫,妖刀记"
1570,有没有七侠五义或者包青天的同人呢,东皇大木,2017-09-11,12,"银狐,无限西游,大宋的智慧"
1571,武侠无限流还是《致命武力之新世界》写的好。,三俗皇帝,2017-09-12,27,"勇者死了因为跳下了作者挖的坑,致命武力之新世界,对不起，我迷路了！,致命武力,一切从斗破苍穹开始"
1572,话说这里有规定推荐书不许【剧透】吗？《井口战役》,三俗皇帝,2017-08-31,42,井口战役
1573,大佬们 找一本书~,绯红de空,2017-09-13,2,
1574,有没有假面来打的同人？,鹤舟先生,2017-09-12,8,英雄的无限物语
1575,请问这剑网行动搞到什么 时候啊，《我的魔法时代》又被和谐了= = ... ... ... ...,ly573368354,2017-09-11,32,"大明狂士,有妖气客栈,王国血脉,我的魔法时代,深夜大排档,在七扇门当差的日子,来自瓦歌世界的琥珀,捡宝王,逆流纯真年代"
1576,找一本位面穿梭流的书,元素之湮灭,2017-09-14,4,主神崛起
1577,推书《功德薄》,钟鸣鼎食,2017-09-13,5,功德薄
1578,找一本男主重生到乙女游戏反派的小说,肥猪流,2017-09-13,4,乙女向世界观恶役
1579,铁血读书网有啥推荐的书,飞翔的红烧肉,2017-09-12,30,"叛徒,残阳帝国"
1580,试毒 1984之狂潮  ，毒得无从下口,桃花庵邻人,2017-09-08,43,
1581,找书，实体科幻，男主小岛基因变异昆虫，后代能变性,疯狂咬人兔,2017-09-13,2,"山海战神,穿梭时空三千年,封神时光英豪,水火歼战,决战涿鹿,楚星箭战纪,东周时光英豪"
1582,看了好多本火影同人为啥大部分都很中二幼稚呢？,灰色的圣光,2017-08-19,57,"日在火影,海贼法典"
1583,刚想起一个当时看的很爽，现在想起巨中二的情节,AA.....,2017-09-12,19,星辰变
1584,再次推书，这次仍旧是鲸鱼（惊语）淘到的,天生犯罪人,2017-09-12,9,"未来日记本,基因游戏,死亡笔记,修你妹的仙"
1585,求这个书名,月冈三朝,2017-09-13,4,
1586,握了棵草，没人推全本啊？,内蒙阿飞,2017-09-13,7,网游之独步武侠
1587,梦未醒  神秘空间  铁血    是不是被404了,歌谈,2017-09-13,1,
1588,咸鱼翻身的正确姿势，稍微有点膈应人啊。,东南西北1,2017-05-20,34,
1589,推书兼漫谈—— 量子永生 马甲新作《不败军神》,sdltj,2014-09-08,51,"生化之末世传说,吴畏的战争,末日之无人永生,末世危途,崩殂,末世传说,不败军神,蹉跎"
1590,推一波《大地产商》,猎魔鹰,2017-09-13,6,"游戏开发指南,恶魔契约,官路商途,万鬼万仙,零秒绝杀,白色国王,大地产商"
1591,散财求女频都市修真！急！,前霖,2017-09-13,46,林家有女初修仙
1592,无限之开荒者主角到处发绿帽子之后走人还装情圣,核弹弓兵,2017-09-13,19,"无限之开荒者,有希望的男人"
1593,【求书】请大家推荐几本书粮,八荒灭邪,2017-09-13,8,"聊斋之上仙,极道妖鬼,黑色法师,<span style=""background-color: initial;"">我放弃做人了,重燃,巫师的悠闲生活,巫师的旅途,死亡陪游,超能系统之天下,白蛇证道行,机甲之女生宿舍,巫师不朽,重生之清新,重生白蛇传,龙脉君王,许仙志,巫师深渊"
1594,有没有内地吊打港娱的书？这条长微博看得我念头不通达,净火红莲,2017-09-11,201,"电影教师,漫步歌神路"
1595,《王国血脉》这本书很有趣嘛,ly573368354,2017-05-25,40,"异化,唐朝好男人,我是要成为高富帅的男人,王国血脉"
1596,【唐朝工科生】为什么被和谐,laiyou,2017-09-11,62,唐朝工科生
1597,找一本老书,dio爷,2017-09-13,8,人型服务端
1598,求书！想看一些升级比较慢，混在凡人界的修真小说,裸装上阵,2016-06-17,44,"仙墓中走出的强者,九阴九阳,修神外传,蛊魔,旁门散仙,我意逍遥,凡人修仙传,一世之尊,唐砖,巨虫尸巫,灭运图录,神级农牧场"
1599,推书求书,投头试刀,2017-08-31,20,"我的大不列颠帝国,诅咒之龙,莽穿新世界,史上最强狗熊系统,武侠世界碎虚空,绿洲中的领主,超级浮空城,超神机械师,进入电影,漫威世界的术士,道门入侵,燃钢之魂,末世之宠物为王,巫界祖魔,电影的世界,悟空看私聊,醉迷红楼,捕快摸鱼指南,霜寒之翼,摆渡天师,大道争锋,武侠世界小龙套,民国之文豪崛起,猩红崛起,我的魔法时代,征服之全面战争,柯南世界里的巫师,我的身体有bug,我是虚拟现实游戏公司总裁,魔法种族大穿越,巫师纪元,神级幸运星,革命吧女神,海贼之疾风剑豪,晨曦之剑,海贼法典"
1600,《莽穿新世界》的老虎怕不是练出死河了,aasw21q,2017-09-12,42,
1601,有没有类似美女赢家这样的   但是是爽文的,kofqing,2017-09-10,9,"大画家,超级警监,疯狂的硬盘,相声大师,医师,重生围棋梦,重生之2006,文艺生活,重生之大设计师,恶人大明星,韩警官,冠军之光,文艺时代"
1602,晒下我看过的重生都市文，你们有都市好书也推荐下。,吊丝的逆袭,2017-03-18,42,"官场之风流人生,美利坚财富人生,重生之帝国大亨,重生之弥憾,重启平行人生,重生之神级学霸,重启高一,重生之官路商途,韩警官,重生之平行线,都市之梦神大涅槃,重生之2006,无耻家族,重生传说,完美人生,重生之心动,重生之大涅槃,重生之抠脚大汉变男神,重走未来路,重生之悠然人生,顾道长生,重生之等你长大,荣飞的梦幻人生,重生之俗人一枚,重启辉煌人生,文娱救世主,我的1979,最长的一梦,重生完美时代,俗人回档,重生之官道,回档一九七八,钟爱之国,百炼成锋"
1603,推书剑叩天门，仙侠风味不错,建邺旧长安,2017-09-11,19,"升邪,诛仙,武叩仙门,剑叩天门"
1604,求本骑士猪脚的文,钢铁新星邓玉卿,2017-09-10,17,"骑士号角,圣骑士黎明,妖精的魔匣"
1605,有没有娱乐文是打脸台巴子和港独的？,hjt789,2017-09-11,22,华娱之黄金年代
1606,找一本书,会发现的高脚杯,2017-09-11,3,超级能源强国
1607,有一部重生去美国中大奖的小说叫什么名字啊？,华国有写手,2017-09-12,11,"古董商的寻宝之旅,重任,华娱之闪耀巨星,帝国重器"
1608,《我是虚拟现实游戏总裁》走上主线，立崩。,释卷藏锋,2017-09-08,29,
1609,铁血有没有好看的书求推荐,星辰随我心,2017-09-12,12,"1949我来自未来,异界征服手册,八一物流誉满全球,残阳帝国"
1610,求两种书，主角光环无限金手指的反面。,lishibingA,2017-09-10,6,
1611,求主角一次都不怂的书,龙千军,2017-09-09,62,"本朝太祖传,燃钢之魂,阴影之主,最强反套路系统,武敌天下,兽血沸腾,霸皇纪"
1612,主角用纸和笔就写出中科院院士拜服的公式,素材取用,2017-09-05,78,大科学家
1613,刚看了绣春刀，有没有写锦衣卫题材的小说,左寽,2017-07-22,52,"大明天下,帝宴,大明妖孽,从锦衣卫到鬓贼之我的临高岁月"
1614,分享一下起点的书架，求书,云离子,2017-09-12,8,重卡战车在末世
1615,找一本男女主角双穿的三国小说…（条件内祥）,江南映月,2016-07-26,18,错穿三国
1616,这些小农民真特么zz,卖龙币,2017-09-11,15,
1617,最近有什么不错的三国文吗？ 求推荐,877380976,2016-06-09,26,"一世梦三国,三国中的仙与大王,汉中王传,曹冲,三国之蜀汉再起,梦回三国,赵子龙的无双之旅,三国封神路,鬼师典韦,带着历史名将闯三国,神话版三国"
1618,求书～资深大虾龙珠进,宛若青莲,2017-09-10,13,"穿越之激情岁月,重生之如歌岁月,重生之共和国同龄人"
1619,书荒求书，悬疑探案灵异，只有恐怖片才吃鸡,这样为你,2017-09-12,6,"无罪谋杀,吉光灵探,最强恐怖系统,地狱电影院,超级惊悚直播,青叶,地狱公寓"
1620,求类似《重生之投资之王》的小说,a金戈铁马a,2017-09-12,4,"未来聊天群,重启辉煌人生,重生铸梦,重生之财源滚滚,重生完美时代,重生之实业帝国"
1621,一口气补完四年份的《美女赢家》，党性不稳,dene3232,2017-09-09,56,"世界那么大,最长的一梦,美女赢家"
1622,求书啊，顺便求电影交换书单,丞哥,2017-09-10,11,"大王饶命,漫画人生,说出来你可能不信,燃钢之魂,文化入侵异世界,火影之圣杯系统,玄镜司,海贼之疾风剑豪,顾道长生,重启九六,仙王的日常生活,梦想为王,海贼同盟,连环杀手在美国"
1623,《文娱缔造者》试读,突击队,2017-09-09,14,"猫,爱我别走"
1624,找几本主角实力超强会和敌人讲道理的,宅男枝摘,2017-09-09,16,
1625,求书，要只有主角一个人是超凡的,名字叫什么好呢,2017-09-06,22,"兔子尾巴,骑射,都市工匠之神,我的小人国,唯我独法,战争狂徒,兔子的尾巴"
1626,求一些正统的无限流,史上最强CJ,2017-09-10,12,"无限降临之唯美片翼,无限之最终恶魔,恐慌沸腾,欢迎来到BOSS队,从零开始"
1627,求二战中挫败美国的书,天唐帝国,2017-09-10,11,"大逆转1906,小军阀,辛亥大军阀,小市民的奋斗,钢铁雄心之舰男穿越记,清末英雄"
1628,【全火力吐槽】20170820三江榜17/17,懒人周佳,2017-08-26,39,"牧神记,聊斋之上仙,超级巨兽分身,虫族碾压诸天万界,征战万界,巫界祖魔,重生之领主时代,超品纨绔,穿越之最强武松,变身超毒舌少女,娱乐之最强大脑,武侠时代的皇帝修炼日记,红警之超时空兵团,火影之水遁最强,梦想为王,轻，短，散,史前世界大直播,暗战,虫族碾压修真世界"
1629,突然想吐槽极道天魔的描写,困惑少年A,2017-07-17,54,
1630,求几本穿越到原始社会的文，谢谢,solo1118,2017-09-11,12,"远古求生,蛮荒的足迹,崛起石器时代,回到原始部落当村长"
1631,突然想看主角是尼玛小动物的小说,烛九阴i,2017-09-09,31,"PacaPlus,末世之我是骨龙,警犬实习日记,回到过去变成猫<br/>
,我是国宝我怕谁"
1632,求本灵魂出窍金手指的书,lee5on,2017-09-07,17,"我最风流,永生不死,夺舍之停不下来"
1633,求红楼文里收王熙凤的。,yd86965181,2017-09-04,59,"红楼遗秘,奋斗在红楼的日子,红楼绮梦"
1634,找本远古后宫文，记不得名字了，老司机请进,一朵小白,2017-09-06,35,狂神
1635,求书加交换书单,人得神,2017-09-09,3,"特拉福卖家俱乐部,穿越诸天当邪神,名侦探世界里的巫师,超级浮空城,寒霜之翼,邪恶组织注意事项,穿越宁采臣,真理大帝,巅峰玩家,黑暗无限,重生之最强剑神,最初的寻道者,幻想世界大穿越,位面小蝴蝶,一枪致命,宠物天王,魔法种族大穿越,极道天魔,无限猎场,哈利波特与秘密宝藏,周游诸天世界,恐怖广播,修真聊天群,美食供应商,海贼法典"
1636,塔读终于找到第二本能追的书了，废弃王子的幸福生活,muselang,2017-09-09,7,废弃王子的幸福生活
1637,揭露某黑某堡的真相！并推书《骑士的血脉》,阿尔多萨瑟,2017-08-31,69,骑士的血脉
1638,求画漫画的小，不要老的。,第五天天天,2017-09-09,3,
1639,之前明明看着几本能看的灵异悬疑，，忘了啊,君弘道,2017-09-09,1,
1640,推几本质量上乘的起点时空穿梭小说！,謝邀,2017-09-01,63,"无限之荣耀进化,征战万界,位面超凡之路,我的江湖杀"
1641,《电影的世界》主角该怎么处理李文彬和刘杰辉之间的关系?,幻海魔刀,2017-09-06,53,"电影的世界,寒战,寒战2"
1642,求龙空大佬一本小说,不爱看书的书生,2017-08-27,3,
1643,在看的书单-希望能反推几本！,抱拙,2017-09-02,22,"莽穿新世界,择天记,盗天仙途,绿洲中的领主,白银霸主,梦想为王,娱乐之荒野食神,草根石布衣,大剑游侠阿豹,道君,公子千秋,最佳电影人,燃钢之魂,系统误我终生,族长压力大,革宋,黑夜将至,盛唐风华,汉乡,武道宗师,网游之独步武侠,寒门枭士,崛起南美之华夏王国,超维术士,偷香,纯真逆流时代,大王饶命,地中海霸主,从资本到文娱,一个电影人的诞生,大明1630,余宋,武侠时代的皇帝修炼日记,最近电影人,顾道长生,魔法种族大穿越,大城时代,重生印度做大亨,周游诸天万界,电影教师,挽明,迷失香江,逍遥军医,五行天,重生铸梦,主宰江山,远东王庭,时代巨子,大明妖孽,临高启明,超能力家族,废土崛起,1942风起南洋,星辰之主,限制级巨星"
1644,求一本老书，,诸葛书虫,2017-09-09,3,
1645,书架里的书,再也不撸了,2017-09-08,3,
1646,把我现在的书单摆出来看看吧，荒年将就吧。,似雪非狐,2017-09-09,2,"盗天仙途,史上最强狗熊系统,最佳影星,北雄,大明春色,放开那个女巫,骑士号角,来自瓦歌世界的琥珀,革宋,猩红月光,美女赢家,龙脉君王,柯南世界的犯罪顾问,猩红崛起,我的老婆是异界女神,纪元黎明,地中海霸主,时空大魔王,火影之救世主,重生之出人头地,末日钢铁战神,挽明,大航海时代的德鲁伊,电影世界穿梭门,天下豪商,海贼法典,霸皇纪"
1647,求主角很有男子气概的书,黄金大鸟,2017-09-08,10,"天龙八部,盛世大宋,燃钢之魂"
1648,求一本书，巫师流。穿越到老头身上的,ckLK,2017-09-09,6,
1649,最近追看的小说好像要上架了，撒花支持~,极度可乐,2017-09-08,27,武学痴迷者
1650,【求推】类似《美食供应商》这样的日常文,忧为子忘,2017-09-08,25,"武道宗师,随身带着俩亩地,随身带个侏罗纪"
1651,找一本小说写明末的！！,昆古尼尔121,2017-09-09,9,
1652,看男主有姐妹的的小说 都要慎重！,不要噗,2017-09-06,19,
1653,那种武侠世界里面乱穿的最近是不是没有什么好的？,猫斯基,2017-09-06,27,"红缨记,逆行武侠,武侠世界碎虚空,赤兔记,武侠世界小龙套"
1654,推几本小众和幼苗,theled,2017-09-08,25,"永不更新,神级幸运星,独孤凤,盛夏浮华,帝国霸主,微博大v的娱乐圈日常,我家客人你惹不起,综艺之谐星传奇,武侠世界碎虚空,云巅牧场,红楼之星火燎原,神秘巫师,悟空看私聊,碎暖时光里,醉迷红楼,德意志崛起之路,龙脉君王,武侠世界小龙套,国民粉丝,民国之文豪崛起"
1655,求推荐钢铁的华之柱这种落魄富二代重新崛起的漫画？,自有永有,2017-09-03,17,
1656,现在还有没有好的无限同人了,三流导演,2017-09-09,4,
1657,有真正描写贵族的小说么？三代培养一个真正的贵族哦,woainimeimei,2017-09-03,107,"璀璨者弓勒姆,剑的旋律,魔法学徒,贵族法则,白色国王,魔武士,魔盗"
1658,默默猴是谁？不是写正经小说的吗 我看马伯庸推荐他了,不是杜雷思,2017-09-07,44,"照日天劫,妖刀记"
1659,想到两本书，现在找不到了，有没有眼熟的告诉下书名啊？,温水119,2017-09-09,6,电影的世界
1660,《昭华》朱棣终于要反啦，哦不，是要靖难清君侧啦。,lzfm19,2017-08-24,122,"祖训,昭华"
1661,住口，伯父也是你叫的。,a527370057,2017-09-08,36,"让我叫你一声岳父,无限世界旅行者,食物链顶端的男人,<font color=""#333333""><font face=""arial, tahoma, "">让我叫你一声岳父</font></font>"
1662,那个啥，有没有专门虐穿越者的小说……,zhuuan,2017-09-09,11,"都市种子王,欢迎来到BOSS队"
1663,【每日推书】久违了，推一个作者的《精分写手成神记》,六言子,2017-09-09,6,"精分,锁情咒"
1664,有没有妹子各种倒贴，主角不为所动的书,轩辕天羽,2017-09-07,25,"西游记,符宝,极道天魔,莲花宝鉴"
1665,百万字以上书单并求书。。,偶系肥青蛙,2017-09-02,34,"纹面,盗天仙途,王国血脉,绿洲中的领主,超级浮空城,超神机械师,永夜君王,恐怖片场,狂探,来自瓦歌世界的琥珀,革宋,霜寒之翼,重生之妖孽人生,崛起南美之华夏王国,超维术士,大王饶命,地中海霸主,从资本到文娱,超凡贵族,一个电影人的诞生,异域神州道,最后一个使徒,大明1630,青叶灵异事务所,阴阳食谱,一枪致命,武侠时代的皇帝修炼日记,夜幕杀机,周游诸天万界,重生印度做大亨,巫师纪元,仙武道纪,重生之出人头地,极道天魔,挽明,迷失香江,重生铸梦,主宰江山,无罪谋杀,时代巨子,临高启明,超能力家族,恶魔囚笼,废土崛起,1942风起南洋,限制级巨星"
1666,吐槽《重生美国军火商》,zouchang1987,2017-09-06,61,
1667,《电影的世界》开始走黑化反转角色路线?,幻海魔刀,2017-09-09,3,洗黑钱
1668,《极道天魔》主角已经这么强了，还这么怂？,everfrost,2017-09-05,133,
1669,求一本小说，记的是在毛主席雕像前面发爱情的誓言，,灰的弹头,2017-09-07,5,"苍穹笔记,夺取信仰"
1670,有没有我们日常的世界是无限流的某个副本的小说,lilise,2017-09-07,18,"神级幸运星,我真是超能力者,末日乐园,武侠世界碎虚空,悟空看私聊,无限未来,醉迷红楼,天启之门,武侠世界小龙套,民国之文豪崛起"
1671,每次看到有关《一刀劈开生死路》的帖子就想笑！,阿尔多萨瑟,2017-09-07,63,"二刻拍案惊奇,甘棠,一刀劈开生死路"
1672,有没有穿风云中无名的？,灰鸽子,2017-09-08,25,
1673,《精分写手成神记》这本书是后宫不？,puzzlepeng,2017-09-05,11,精分写手成神记
1674,求各位神农行行好，推些好看的书,kid1412,2017-09-08,26,"无穷重阻,主神世界设计师,重生赵志敬,系统误我终生,请叫我邪神大人,我家客人你惹不起,紫阳,异域神州道,魏野仙踪,杀出矩阵:起源,娱乐掌控者,魔法种族大穿越,夫人的香裙,唐朝工科生,星辰之主"
1675,刚看了  蜘蛛侠  想找本书 有空的大佬们不妨进来瞅瞅呗,月夜玄妖,2017-09-08,6,漫威之原力觉醒
1676,没有能达到《火力》高度的军文,zhpman1234,2017-08-29,11,"虎踞雄关,火力,少年王,狼群,无名鼠辈,国家意志"
1677,熊猫人主角很多，那请问有没有魔古族做主角的小说？,观风使,2017-09-05,40,莽穿全世界
1678,找本都市老书,闪现拍地板斯基,2017-09-08,9,"办公室的冰与火,我的老婆美杜莎"
1679,神书：大道争锋,xyzwei,2017-09-04,46,大道争锋
1680,《超级英雄间谍派》，不错的漫威同人！,dtslzyzy99,2017-09-08,22,"超能日记,超级英雄间谍派,中国查拳"
1681,江湖里的那些独门毒药放在现代估计只是个小问题,fbicidciacia,2017-09-06,60,
1682,找本书，请各位大神帮我！,459634722,2017-08-25,9,宅在随身空间
1683,求推倒伪娘或是变身女的小说,18218622505,2017-05-31,30,"修正人生,脑袋开花,开房那天女朋友掀起粉红裙露出了大唧唧,我是全民女神,罗罗娜的异世之旅,重生女学霸,流氓女神,我把基友变成妹"
1684,求书，有没有那种……就是那种,岚枫c,2017-09-08,7,"变身B站萝莉,变身滑稽萝莉"
1685,书荒求书,爱狗猎友,2017-09-08,3,"圣斗士肆武,绝对交易,史上第一方丈,超神机械师,圣墟,真是的克苏鲁跑团游戏,聊斋大圣人,红楼名侦探,电影的世界,华娱之黄金年代,难道我是神,民国之文豪崛起,大王饶命,牧神记,环保大师,死神之狂徒,系统供应商,幻想世界大穿越,无限世界里的邪神,黑暗超神,零秒绝杀,末日钢铁战神,极道天魔,娱乐大顽家,我的姐姐是大明星,我真是大明星,老衲要还俗"
1686,井口战役同人：演变战场,天唐帝国,2017-09-07,16,赤色黎明
1687,求穿入地摊文学的小说？,看海的半羽,2017-09-07,5,"十大悍匪,黑市拳,十大灵异现象,货币战争"
1688,推书，一本不错的网游，喜欢蝴蝶蓝的可以看看,为王前驱,2017-09-04,19,"网游之近战法师,全职高手,独闯天涯,欢乐向数据江湖"
1689,话说风笑哪里去了,飞羽0107,2017-09-08,4,
1690,求一些精灵为主角的小说,树人。卡什,2017-09-07,26,"魔兽异界之血精灵王子,万国之门,进击的鲤鱼王,异界的艾泽拉斯,术士玛塔,炽焰之魂,精界转生世界篇,半精灵位面之旅,圣者,永恒国度"
1691,废土崛起的主角真是太搞笑了,南山中人,2017-09-07,49,
1692,求书,crp2016,2017-09-08,9,
1693,有没有主角的职业是观星家或星象学家的奇幻小说？,xtkip,2017-09-08,26,"康州美国佬大闹亚瑟王朝,幻城"
1694,有没有穿越日本倒幕时期的历史文？,叶轻风,2017-08-31,66,逆日之旅
1695,万能的龙空书友，有没有类似《漫步在武侠世界》的书？,sulei58,2017-09-07,10,"神级幸运星,无限武侠新世界,漫步在武侠世界,武侠世界碎虚空,武侠之无敌王座,武侠世界大冒险,悟空看私聊,醉迷红楼,纵横在武侠世界,武侠世界小龙套,民国之文豪崛起"
1696,老书虫书荒  发个书单 如有同好 求推荐,hongyubt,2017-09-03,14,"猩红崛起,超凡贵族,请叫我邪神大人,神座崛起,骸骨武士,最后一个使徒,一世之尊,超神机械师,寇道,极道天魔,逍遥梦路,超维术士"
1697,吐槽《电影教师》主角心理耐受能力不是一般一般的强,元梦我,2017-09-03,53,电影教师
1698,看今天这章，还有人说滚开代笔么,在天水,2017-09-08,6,
1699,《当农民遇上植物娘》,再也不撸了,2017-08-28,50,当农民遇上植物娘
1700,看最近的捡尸，想起当年的全球论剑,偶尔读书,2017-09-07,64,"全球论剑,侠行天下"
1701,有没有拜入灵鹫宫的武侠啊,大哉乾元,2017-09-03,26,"大唐之大醉侠,超凡双生,天龙之大醉侠"
1702,找一本书，同人，培养希罗娜成为冠军，回答正确散财,东皇主宰,2017-09-03,28,
1703,红烧大唐恶心到我了,丞哥,2017-09-08,3,
1704,求推书（互推），爽文！文笔好就行,瞌睡的钥匙,2017-09-06,27,"择天记,剑灵同居日记,我是杀毒软件,我在异世有套房,逆流纯真年代,贼警,罪恶调查局,红烧大唐,老子是癞蛤蟆,美女赢家,地狱公寓,大明1617,赘婿,将夜,未来天王,春秋我为王,异常生物见闻录,重生之等你长大,鹰扬拜占庭,世界那么大,间客,我的1979,最长的一梦,超级盗贼,琥珀之剑,匹夫的逆袭,修真聊天群,辐射的秘密,一级安保,问题妹妹恋上我,文艺时代"
1705,近期又充了纵横币求推荐能看的小说。另说下最近看的几本,灰色的圣光,2017-09-06,24,"剑王朝,原血神座,平天策,仙武道纪,踏天无痕,在七扇门当差的日子,仙都,大明春色,剑来,三国之最风流,星辰之主"
1706,求黑科技文的书,易舟丶,2017-09-08,8,"大国重器,天外重生者,我是虚拟现实游戏公司总裁 ,关于黑科技的二三事,硬核危机,科技王座,天外寄生,超级怪兽工厂,我的主神游戏,汽车黑科技,超级电脑,半精灵位面之旅,疯狂神豪玩科技"
1707,推本科幻幼苗,天天叼烟,2017-09-07,20,兼职大反派
1708,《剑巫纪》，芯片巫师流或者说是系统巫师流，Bug较多，容易出戏！ ...,dtslzyzy99,2017-09-08,4,剑巫纪
1709,有没有什么穿越到距离自己时代很近的时候的书？,DuesExMachina,2017-09-07,11,"回到未来,睡神回档,重生之地产大亨,重生之超级富豪,文艺时代"
1710,去飞卢逛一圈，突然醒悟过来，原来起点小说的文笔确实很不错的，求推荐。 ... ...,ganrao,2017-09-07,7,
1711,试读《重生白蛇传》---粮草,黑山大老妖,2017-09-06,44,"重生白蛇传,超品剑仙,开局一个大天使,许仙志,六国论,我从凡间来"
1712,真的是好书难求啊,浮云居士,2017-09-08,6,"地球主神,神级幸运星,武侠世界碎虚空,悟空看私聊,醉迷红楼,武侠世界小龙套,彪悍的人生,民国之文豪崛起"
1713,（回炉修复）深夜修仙！交换书单，求脱离书荒！,无言感激,2017-08-31,60,"神仙道,最佳影星,傲剑,文化入侵异世界,诸天仙武,英雄联盟之上帝之手,大明好国舅,道君,大宋遗民,弹弹堂,燃钢之魂,我是九皇子,我被系统托管了,七雄争霸,红楼名侦探,一世富贵,重生梦想花开,东京警事,民国之文豪崛起,大王饶命,宰执天下,娱乐星工厂,顾道长生,红楼梦,重生之出人头地,生于1984,游戏开发指南,小明星演艺,美食供应商"
1714,完了，本来没注意听你们一说发现极道天魔也看不下去了,nikongqiye,2017-09-07,25,
1715,求书，机械神教穿到二战前种田搞出动力装甲的,kknd1985312,2017-09-04,21,
1716,求推书，不宅臭的二次元文,kururu1234567,2017-09-06,29,"日在火影,狩魔猎人的异世之旅,大冒险,XX的口袋妖怪之旅,反正我是超能力者,黑夜将至,然后我成为了猎人,外乡人日记,起源树下的的猎人,鲁鲁修之帝国陨落,万界归来之无限重生,悲惨世界,帝国之刃,热闹喧嚣的彪悍人生,少女所见的废土原风景,丧心病狂的无限,传火：从入门到入坟,火影错位"
1717,我的姐姐是大明星，捡尸剧毒弃了,theled,2017-09-06,128,
1718,推我是大科学家。,羽神龙,2017-08-30,29,我是大科学家
1719,《武侠时代的皇帝修炼日记》是作者忘性太大还是有两个作者……？ ...,妖都听日,2017-09-06,19,
1720,求书，龙空er写的一本都市流。,xiekun6am,2017-09-07,4,
1721,找一本老书，主角能凭空造生物,红色瞳孔,2017-08-23,33,
1722,我命由我不由天！,a527370057,2017-09-06,27,地球主神
1723,求主角破山伐庙的书,维，稳,2017-08-28,22,"易鼎,大明妖孽,灵山,狗兰经"
1724,推书《大国重工》及求类似或更好的书,andy792918,2017-09-03,26,"大国重器,熬鹰航空业,科技王座,帝国重器"
1725,推一本港娱小说 一个电影人的诞生,森近霖の助,2017-08-29,20,"一个电影人的诞生,一个电影帝国的诞生,一个娱乐帝国的诞生,一场演唱会的诞生"
1726,心好累，当读者真不容易,Molinari,2017-09-06,39,"隐杀,星河贵族,重燃,重生之心动,我的姐姐是大明星,重生之大涅槃"
1727,遗憾，又要少一本能追看的书了。,kingmaxtt,2017-09-07,5,重生在跑道上
1728,找一本书，猪脚重生平行世界一个抑郁症才子。,黑斯廷斯,2017-09-07,6,
1729,有木有唐中后期的书（安史之乱—黄巢起义之间）,天无尽藏,2017-09-04,29,"天下节度,晚唐,宫心计,大唐新秩序,天下,大唐顺宗,唐骑,唐朝公务员,残唐再起,武侠时代的皇帝修炼日记,残唐重生李世民,天宝风流,大唐万户侯,幻之盛唐,历史粉碎机"
1730,《未来聊天群》金融写的太专业，让人看不懂。,三俗皇帝,2017-08-29,34,"未来聊天群,货币战争,大空头"
1731,一本英雄联盟小说忘记名字了，求救,左右右,2017-09-05,9,"暴打全球,英雄联盟之凌驾一切"
1732,找本老书，大约是之网文开初的。,clarkluo,2017-09-06,2,
1733,国足赢了，最近有什么好看的足球小说？,p411316839,2017-09-01,65,"梦想为王,我是瓦尔迪,他改变了比赛,限制级巨星"
1734,推书书客的《超宇宙银河传说》,愿云远,2017-09-02,56,超宇宙银河传说
1735,推书《大武侠冒险录》,太垣紫薇,2017-09-03,39,"大武侠冒险录 ,绝代双骄,亚索的刀"
1736,求主角带歪世界线的那种小说,白豆蔻,2017-09-05,14,"我要做皇帝,主神大道,神级造物主,凶鸟掠食图谱,邪恶组织注意事项,蜂窝网络和无人机战争,调教全人类"
1737,又一次把唐朝功课狗养丢了。。。,钢铁新星邓玉卿,2017-09-06,8,
1738,推书《武侠时代的皇帝修炼日记》,纳尔逊勋爵,2017-08-03,91,武侠时代的皇帝修炼日记
1739,求书，奇幻小说,zamjeff,2017-09-06,1,"打开你的任务日志,末世龙裔领主"
